clip_name,label,source_wav,start_time,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13
clip_00001_rpi-bush-point_2020_09_27_23_17_00_13_73.wav,orca_call,rpi-bush-point_2020_09_27_23_17_00.wav,13.72884523809524,-298.72004191903784,119.15346794936727,-72.29105549122046,20.356999933035308,-31.211636784835,51.208783921037245,-22.936503577466492,22.10045408183645,-13.392854767308034,29.621932502002622,-12.17473528790166,12.511852267380677,-0.49818664673750596,-0.0344031115944442,-0.12053973975872556,0.01498433144803344,0.09504242054607398,0.045560866076303504,0.09592636028231136,-0.03792346023226711,-0.07088583005261945,-0.030070811160187828,0.026495912322275612,-0.09458554914497874,-0.05748841865561444,0.04006261039082356
clip_00002_92301005_0_00.wav,orca_call,92301005.wav,0.0,-420.1711526900766,87.69683000450121,-12.883369411611714,-5.1471383439321245,10.693891353540636,3.2527400474554704,3.161871962971128,5.681547406984262,-6.29458263043478,4.267015411482752,-0.4109321959410096,2.4151625781031023,5.8981180939761115,0.2946653615174214,0.16248285582074332,-0.1434188367488066,-0.13288418907310984,-0.03118898278338153,0.003881081129340566,-0.06856129533412327,-0.09860701048090773,0.034962690583873295,-0.034743264617874775,-0.07084689052639584,-0.09593224097716911,0.08183194169994323
clip_00003_60026_410_87.wav,orca_call,60026.wav,410.865,-419.2370329552093,201.3253964507475,79.88030283428141,35.400280887227304,35.49688481066023,25.458582704677312,4.582424999359616,-8.74034839336605,-6.676343520188341,5.160030956978533,12.879966018221845,9.12111336198811,2.95823841418293,1.1349606868706175,-0.2753159653834936,-0.3433658306566704,-0.17357807975410675,-0.05725297062164979,-0.03964148820177388,0.008599838234440752,0.06171021199326894,0.048176123815087395,0.005591208172592338,-0.010428402937188197,0.007825971842017483,0.026171928219964297
clip_00004_9230402K_0_00.wav,orca_call,9230402K.wav,0.0,-503.0461237429676,75.61441068179953,-20.93976182179397,3.3450414624697626,4.188498365535575,0.289672906280217,-9.813172860266645,1.4964143790802575,5.460980819582328,-3.422485922364163,-10.046125637311304,-4.847151323562417,2.4659587361038726,-0.20866844333797369,-0.12504279534572316,-0.08377196390634684,-0.039522101826212096,-0.018575676679297885,-0.05671558427938044,0.009147210345609402,-0.005175948407632748,-0.07144828071415851,0.01706401161006721,-0.0007004050430942113,0.06985562883151128,0.036953784549029284
clip_00005_9230001Y_0_00.wav,orca_call,9230001Y.wav,0.0,-426.97569240655173,118.90499858771487,-38.13110965986568,-14.012377908745037,2.5582882905591786,-18.259131760225937,-6.667611301683697,7.570911449805972,-5.519578658376015,-10.161066853004352,3.0200668282375114,2.2027385714365053,-7.8108237743271065,0.3549761123920375,-0.07301169024718582,-0.520980552331213,0.15599698891434155,0.07906947849736289,-0.09567823795172373,0.34878331810594465,0.42369871360015515,0.09568725832056811,-0.0395170024893056,-0.17317187878664672,-0.2761845671631226,-0.2825899579353257
clip_00006_rpi-bush-point_2020_09_27_23_25_00_50_42.wav,orca_call,rpi-bush-point_2020_09_27_23_25_00.wav,50.41856682256236,-329.3658389619353,97.84571853247786,-59.02813919665519,17.829720014654818,-19.59969336853427,44.93755194524521,-17.224290942459472,19.673336612004313,-9.778249278228193,29.22268314493429,-6.164450981907705,12.094045999420318,-0.7060336944752409,0.21566041489443147,-0.03435980070550322,-0.08338838325674931,-0.06397404372982907,0.07601382780550428,-0.05876516510496812,-0.026434418909050825,-0.026718305103211146,0.07232769799430026,0.043001069179499966,0.0560879739687084,-0.049094125988795825,-0.01706816598937608
clip_00007_1562340736_0019_37_80.wav,orca_call,1562340736_0019.wav,37.802734375,-185.26945624459668,25.64600639793281,-28.380326474455874,3.0923109387900767,-12.928657249520223,-2.3290532900333316,-4.658835848850062,10.933987129054204,1.0659155084348568,13.81022719696416,1.964764136824789,7.533925719037013,-1.4283904435809835,0.07054921744754558,0.08299509736372891,0.08456763391244998,0.08755884420700963,0.009819026281003044,-0.08876574198116004,-0.06689715076871681,-0.11626983607793698,-0.06269273278078341,-0.13060630950636798,-0.04315625499759312,0.032953679932510256,0.06341112246194085
clip_00008_60026_777_09.wav,orca_call,60026.wav,777.0939999999997,-407.36603941273046,221.95734547790815,67.47692938763083,30.565341798045953,33.0248830558531,21.886526042736246,-2.330738757893246,-14.138470348719975,-10.542841039683895,9.839668591185003,15.738518098821809,7.976995978476684,-1.0905418607727302,-0.22682452698724825,0.0034913513383350954,0.029044040116884808,-0.016939294886270124,0.06336190752092455,0.09455111845333528,0.058910971214653295,-0.010970503921809038,-0.03268665381625265,0.002422174633863182,0.014492077623805971,-0.00029862855065035144,0.048630151519660235
clip_00009_60026_686_74.wav,orca_call,60026.wav,686.737,-410.50321448047134,218.49990462165576,65.38953890232871,31.91998222808059,30.445313993595178,18.27582536951412,0.5031616952953322,-13.240905951417902,-13.05478744638788,8.24493634897998,19.249087239361657,10.37187425359807,0.3257033018763547,0.9373306112373686,-0.21550755603177277,-0.12622821056313804,-0.05163882463533331,-0.02338340568746941,-0.08827724734181273,-0.03732173596287931,0.042557143609596504,0.012986447970940816,-0.009914874220391128,0.007844483283506804,0.04181687038822467,-0.033197835815075995
clip_00010_9774800L_0_00.wav,orca_call,9774800L.wav,0.0,-405.8563872945164,-57.24531963342144,-58.542267474026495,-5.139050416370551,-14.835948002875728,2.207065021224324,2.146575321784003,9.244132208047702,10.824751526724235,9.42561689261815,10.720734787419456,10.33763930976543,1.6103199245014952,0.28121234682599966,-0.009164849379726916,-0.009461216337264175,0.04287916674811904,-0.02014738073996237,-0.028773231976123456,0.10341397922419196,-0.11237271879581703,-0.0281844632675341,-0.010143002201460692,-0.039786157050704256,0.13618420609024237,0.1398022003516446
