clip_name,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13
clip_001.wav,orca_call,-376.07745290662814,145.99649923670117,23.414600284484155,54.33954328879762,29.547972561145627,26.62390726205452,-0.5444508091880165,-10.438465577164754,-4.384705345303701,26.462530670416786,19.65445715914884,4.285671928617216,-8.79477250945799,-0.02086184866935607,0.0448712116634677,-0.03979077908141404,0.06279919151542936,0.06242372366351661,0.07818843907477172,-0.019695574274244246,-0.08901204779870453,-0.05822886780844766,0.0906739055670212,0.10418539368843227,-0.026354948829641893,-0.0369975467386405
neg_001.wav,no_call,-317.2441440737645,128.00748979954648,15.138264916826108,44.37446617986994,25.29556017506524,22.298404730344856,-4.924636156801429,-13.07039185843754,-11.050787777893735,18.749793670034837,21.09172994076795,5.566621267664314,-14.749512492755981,-0.6093677618225402,0.06814123340947627,-0.17228214497004093,0.027234494185603822,0.04281873483913636,0.10500204077596235,-0.025573738030455477,0.004301643507212987,0.04312520262657952,0.08995266917820952,0.03938326670926014,0.08632684504754048,-0.015288019455534907
clip_002.wav,orca_call,-397.26383612881983,147.1446965578204,29.377169162560158,52.991329949949815,30.465205742109802,26.347488077272462,-1.0893386881881095,-8.221222211247902,-6.978080063140611,18.017728448281037,18.029411942497788,4.9057686991131115,-10.082670069135725,-0.16113247494216532,0.08628232955281459,-0.05325908035387298,0.052216440984958444,0.05490597948876904,0.016682985255535153,-0.06177316059703708,-0.017852445967988646,0.030548137927450696,0.08800498638709081,0.06900973019818868,0.03673523316675833,-0.03645632784459657
neg_002.wav,no_call,-296.93657759540685,125.09291501055428,22.30187404878477,44.676340668366564,30.228028256363157,22.588275083898278,-6.179989401796496,-13.816613329925913,-7.963898077906501,22.210001736115366,19.31733929797886,5.059635300233301,-11.26144907552773,-0.2237759439418026,0.12236567572574568,-0.03021427249643586,-0.10015317725602577,-0.08246297685328004,0.00414258516030836,0.032363712291618114,0.08390500583387653,-0.025011933757312338,0.019643306203805503,0.07861027197285456,0.057356631887004565,-0.0047279548794361415
clip_003.wav,orca_call,-325.2725974569617,143.61668120212312,11.434618196478553,59.752691118813146,33.985528664413096,24.41936987020113,-0.7842186613711716,-11.900490254012842,-7.106592969331396,23.992113340757225,15.36189958560877,1.395118705040602,-5.170934803413596,0.7359149004823944,-0.3135776147893503,0.2540846938441875,-0.10444595719689503,-0.14573171358690507,-0.2775835675708746,0.18684017382224932,0.41227944015170603,0.20798714115788042,-0.258719884607665,-0.27311887565746734,0.07088497935260846,0.10885924840331965
neg_003.wav,no_call,-523.7166548099657,125.3682106375893,45.993002635382176,41.22907537694049,29.478838008052588,25.330632008840688,11.40244326467488,12.908982573261502,6.318518288707644,14.965243681571462,9.381672121315203,10.05976520046869,-0.32618510821759295,0.4601333183736555,-0.11828061783080764,-0.07972838942008265,-0.04165710672182318,-0.03459028189681228,0.017221150582163308,0.01760818328357857,0.06574098335616713,0.022037395601405052,0.03042054756026149,0.023353246565468895,-0.06211850175485319,-0.05708569127345411
clip_004.wav,orca_call,-334.5001519875106,147.21456086992478,20.498867973233274,55.165890888145356,27.249750137700758,22.588238995618106,1.5994490714669631,-11.74735344453394,-3.5102005551579762,27.384900649622125,22.095166293500476,7.913590782905144,-7.461131641800752,-1.7318826582221687,0.3398952010414618,0.541219068788996,-0.0764332950192675,0.17308630910972345,-0.04122797283930575,-0.22279321303188354,0.013396965435378166,0.0732198992273596,-0.1019424225926278,-0.1414028590391732,0.07241347613420734,0.18668720244665485
neg_004.wav,no_call,-301.9035546970587,127.48206357940428,24.185526664079852,46.86277691769827,29.46282774146966,24.32496608325432,-3.1520688544922306,-10.932846908881542,-8.421202405227573,21.66890110320212,20.577592749840708,5.826714292769538,-12.724791305661862,0.10530183812999257,0.01761320973893997,-0.011114355150470979,0.1233106859612753,0.07273047203859552,-0.04069444314519796,-0.05108302711936766,0.026141456061693425,0.08087317351858567,0.06058491448784802,0.054725536351433415,0.01883766313934789,-0.0009545121634227108
clip_005.wav,orca_call,-361.96824227341887,151.65049387674964,26.690536332584657,51.19707023389489,33.144265250818975,30.57867368854506,2.0112571102445425,-10.939106221163026,-6.573530671775436,20.47424425361041,20.465524288108213,6.886633564462759,-6.577974733306597,0.4840698454046228,0.05126900050786201,-0.23982212657230184,-0.013231671118703664,0.16459959608772176,0.047919678710251636,-0.14035849257578262,-0.12766669572001418,0.0800898834130308,0.13415086640821802,-0.06654515023890901,0.03719342232933136,0.04745255194724993
neg_005.wav,no_call,-310.19348024589596,130.46588632930528,23.5051788190073,45.61593815814558,27.96056839166638,24.51224248225635,-3.820753246890931,-13.045109502447994,-11.469175062205597,18.894559085094556,19.530088760201586,6.645731842976588,-13.005326074772878,-0.010678460257594021,-0.08867289451914112,0.038292400017354164,-0.11936727599773797,-0.06040188912174555,0.04221693401359053,0.09321574197229117,0.05913962713019641,0.08087098216492578,-0.035186419679706885,-0.015874213052360402,-0.06705952973060532,-0.0028797581597694646
clip_006.wav,orca_call,-356.55542837764415,151.56534730193826,29.58569190794177,52.408486083421344,31.773740068375666,30.55491328150621,3.37313130960736,-9.420921901808716,-9.23551615041103,17.738413780704537,20.30792637981791,8.547075777513768,-7.455918764813822,-0.2855160511502299,0.10987235759514002,0.020554966782684186,0.1331173677619228,0.08305943131554484,0.03624227229486015,-0.06253245161334459,-0.09560440655774452,-0.027303010293645902,0.037673026667363024,0.030915639421169126,-0.03219138129459195,-0.046050535437446395
