clip_name,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10
clip_00001.wav,orca_call,-376.07745290662814,145.99649923670117,23.414600284484155,54.33954328879762,29.547972561145627,26.62390726205452,-0.5444508091880165,-10.438465577164754,-4.384705345303701,26.462530670416786,19.65445715914884,4.285671928617216,-8.79477250945799,-0.02086184866935607,0.0448712116634677,-0.03979077908141404,0.06279919151542936,0.06242372366351661,0.07818843907477172,-0.019695574274244246,-0.08901204779870453,-0.05822886780844766,0.0906739055670212
neg_00001.wav,no_call,-274.7619089226247,126.61082648286225,6.189436471083985,42.15505429365105,25.48791807539212,17.817919724481854,-10.976062710493407,-17.244276789648037,-7.312515818736157,22.906484853161295,20.375578972002554,4.588744361567147,-15.383258431057003,0.35899651282851136,-0.162217519216425,-0.15694960134551506,-0.046935793388005936,0.2575509450273632,0.006382264470696377,-0.035802800265977104,-0.035222866440951926,0.03136322455019873,0.12295735749192882
clip_00002.wav,orca_call,-397.26383612881983,147.1446965578204,29.377169162560158,52.991329949949815,30.465205742109802,26.347488077272462,-1.0893386881881095,-8.221222211247902,-6.978080063140611,18.017728448281037,18.029411942497788,4.9057686991131115,-10.082670069135725,-0.16113247494216532,0.08628232955281459,-0.05325908035387298,0.052216440984958444,0.05490597948876904,0.016682985255535153,-0.06177316059703708,-0.017852445967988646,0.030548137927450696,0.08800498638709081
neg_00002.wav,no_call,-530.9679534267367,121.83135488386303,45.12124394409831,39.00758453063626,29.100310468036323,24.42490146908897,11.069202630250341,13.723039153234684,7.22916418017545,13.464178087389042,8.340312987843484,9.64019170459702,1.5803835566710662,0.14014739668967185,-0.04196888782808642,-0.006063394519719009,0.052632675193436444,0.06107483776790357,-0.0007501613319723876,0.028830575717271267,-0.02432465027663611,-0.023378720825015607,-0.02304413201738963
clip_00003.wav,orca_call,-325.2725974569617,143.61668120212312,11.434618196478553,59.752691118813146,33.985528664413096,24.41936987020113,-0.7842186613711716,-11.900490254012842,-7.106592969331396,23.992113340757225,15.36189958560877,1.395118705040602,-5.170934803413596,0.7359149004823944,-0.3135776147893503,0.2540846938441875,-0.10444595719689503,-0.14573171358690507,-0.2775835675708746,0.18684017382224932,0.41227944015170603,0.20798714115788042,-0.258719884607665
neg_00003.wav,no_call,-529.9454034513356,121.9017068519513,45.911019449218855,39.744229160097895,29.328192096681104,25.0862703768795,11.369494578281017,13.951857865199289,7.746862517219407,13.87557264388408,8.44807528336955,9.360799631629677,0.557979283509713,0.19637785260637053,-0.0702320094649605,-0.06670728569371034,-0.07667354885439638,-0.014978892791204198,0.007682675654377903,-0.024224727300666868,-0.054948345579936844,0.03100425316148926,-0.017300902058139587
clip_00004.wav,orca_call,-334.5001519875106,147.21456086992478,20.498867973233274,55.165890888145356,27.249750137700758,22.588238995618106,1.5994490714669631,-11.74735344453394,-3.5102005551579762,27.384900649622125,22.095166293500476,7.913590782905144,-7.461131641800752,-1.7318826582221687,0.3398952010414618,0.541219068788996,-0.0764332950192675,0.17308630910972345,-0.04122797283930575,-0.22279321303188354,0.013396965435378166,0.0732198992273596,-0.1019424225926278
neg_00004.wav,no_call,-530.5297043504321,119.69810002028639,44.3074250032867,39.10056841188886,27.93538873826439,24.977450191535922,11.81577997540029,15.084295938412586,7.443219818681047,12.42871888382116,6.373091647233472,9.291076218540795,0.11956264466812581,-0.14096469284045282,-0.036737135934935085,-0.0538720325700864,0.014972785653126302,0.07465122801107756,0.07420288574423721,0.08428198810384571,0.06112247954424786,0.021502206835182797,-0.018600938211916447
clip_00005.wav,orca_call,-361.96824227341887,151.65049387674964,26.690536332584657,51.19707023389489,33.144265250818975,30.57867368854506,2.0112571102445425,-10.939106221163026,-6.573530671775436,20.47424425361041,20.465524288108213,6.886633564462759,-6.577974733306597,0.4840698454046228,0.05126900050786201,-0.23982212657230184,-0.013231671118703664,0.16459959608772176,0.047919678710251636,-0.14035849257578262,-0.12766669572001418,0.0800898834130308,0.13415086640821802
neg_00005.wav,no_call,-360.37988693902304,136.5067505904342,14.331281649204747,47.76563757962129,25.445337735238944,27.23967559485687,-3.8814772261739923,-11.418416664658524,-10.024877075307158,18.998393012046858,20.17984099027635,6.9190673587634715,-10.983574533159155,-0.03113762404291146,0.044794358830125065,0.0447621820796618,0.06209948174405692,-0.0262173934821055,-0.02500520136745817,-0.13009633029020778,-0.15433017961556672,-0.0978730547084842,-0.00931026086119079
