clip_name,label,source_wav,start_time,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13
clip_00001_60012_34_13.wav,orca_call,60012.wav,34.126,-356.12605047867214,145.06967974306116,20.39209969269012,53.606201355059504,29.415101415370167,26.547564296331963,-0.8376402855738142,-11.356288397653156,-4.713320560653257,29.46997802124933,20.455060368616447,3.9697644416414803,-9.267291259855387,-0.13670341456649956,0.09265549895567379,-0.005602151851450072,0.14866660691753086,0.12278471062577757,0.11443308409601813,-0.029117565174596564,-0.11711802576306911,-0.0579799183715337,0.10098420874983544,0.04944599275002567,-0.0335342400053806,0.03339980608915127
neg_00001_60012.wav,no_call,60012.wav,,-531.8936631599497,123.10523707445024,47.621757673376656,41.65656711458862,30.88975247359475,26.84122885336152,12.020113670798597,14.320667452308841,8.182093414892181,14.212488140247471,8.34522531712114,11.14763279201603,2.0080225202446935,0.36662706717704246,0.004825636729405046,-0.09367986036973,-0.11574322503139707,-0.06283841817124089,0.03347484860075626,0.045620487753420924,-0.07287341237608101,-0.04217642003689323,-0.024110132475683284,-0.0030603519903491167,-0.03079554953717825,0.06898473248325022
neg_00002_60012.wav,no_call,60012.wav,,-309.2333099429364,129.74325810934263,17.52902407777318,44.957831725869156,26.819709788444978,20.139435691555118,-8.277055532869392,-14.459658236969902,-9.862328109815374,21.0988725279082,21.885020385834693,6.0685630552454795,-13.83552833895051,-0.1630173405589777,-0.02200220999216856,0.004239965133315683,-0.00441076368329555,-0.04089727081912224,0.016300161023159888,0.04606031472877259,0.05162434633798578,0.028696533847790733,0.03242288301779003,-0.055669796494032295,-0.04394761382249756,-0.0658221571931389
clip_00002_60012_36_82.wav,orca_call,60012.wav,36.816,-394.8692036439021,146.51113769929822,28.984497270809886,52.16895579015556,30.24679403622353,26.095256894676936,-1.2641632737372603,-8.263668660668854,-7.011987368916844,17.3122088979157,17.154640294980055,3.8839742569434805,-10.581534882522048,0.3101982389899311,-0.06010761917479424,-0.12160693533572992,-0.07044661323897324,-0.02385466863283425,-0.08692522342719132,-0.0586389743118813,0.016587655058338258,0.01808367547167188,0.018492926777078835,0.02781586516087672,-0.06637567072242212,-0.05859917170676033
neg_00003_60012.wav,no_call,60012.wav,,-311.97706466315395,126.76842706196872,23.289775365327507,46.24308516058144,28.767319341885308,22.19266895419941,-4.7467854788927175,-12.655505316829284,-9.659912109899855,20.46996195100465,19.877772468435257,5.312755580467227,-12.276330642609919,-0.26153744633442744,0.057703575292526676,0.16253543091898218,0.25961940579007636,0.08322628073777372,0.07629710082091293,0.07752247348300731,-0.04872304595156717,-0.08739242383615951,-0.03942759592414804,-0.0064070542400152565,-0.07885866429967822,0.038570351637343896
neg_00004_60012.wav,no_call,60012.wav,,-291.42040195602004,126.07229461882466,16.170695755508746,43.91680372291502,26.601815033134542,26.995103601809095,-3.05311508274915,-13.112896782218115,-11.719355758251359,19.6043175318615,19.946320292766124,4.61590239107355,-12.069101352353025,1.112134540165319,-0.2513363320770233,-0.16544344918403878,-0.0770157710328364,-0.02199360021878448,0.09866687807619957,0.12051684857319958,-0.15981322488676883,-0.0853210746356755,0.08034672093549035,-0.07866747978131446,-0.1796840146759351,0.09229756706877912
clip_00003_60012_42_55.wav,orca_call,60012.wav,42.55,-326.9408206640995,144.30946291190227,11.898504516779042,60.11393571375789,34.1709685056304,24.381649957373845,-1.316322378922073,-12.300231527425137,-6.912123797444569,24.553374396523324,15.409017511560936,1.1864991027579932,-5.1839651502496755,0.9168802103938871,-0.38016136417942553,0.2403390304074455,0.008290047326126695,-0.2969456810293926,-0.39407335580664277,0.21236741117162375,0.4195218222345485,0.21595473638486218,-0.15513583176510232,-0.33418251440498825,-0.06353705292286765,0.1367477593256884
neg_00005_60012.wav,no_call,60012.wav,,-530.1483716726186,123.6621009801869,46.07612690608838,41.2219268607094,30.369018304482566,27.141326420872304,11.920176814685515,12.927167237074267,6.651390858149628,13.529360262738924,7.867815897365974,10.388641537168052,0.7003500881766408,-0.07436427487326411,-0.04544953556557841,-0.06440973212602372,-0.025312354809791122,-0.00449215172582897,0.05419561836652984,0.0557740691805538,0.04478686452703444,-0.05555164927882487,0.007854454099640978,-0.03707487950318888,0.017082805632868292,0.015243230117196754
neg_00006_60012.wav,no_call,60012.wav,,-314.4243223505908,127.44548574848737,15.84813055549979,44.40260667831864,25.605886990620775,21.831812280166258,-5.605289301742454,-13.622683756512329,-11.128057104726555,18.939554388977395,20.77960686302622,5.249405184751373,-14.65972173702568,-0.30898161253677514,0.05050659807707443,-0.10381977126844869,0.06662158940142021,-0.035720599773092256,0.06724232564594188,0.0758241518384577,0.04314556149862198,-0.06915211904508599,-0.07709573450209196,0.1462442085994729,0.07974198913001708,0.0071678551729357064
clip_00004_60012_44_61.wav,orca_call,60012.wav,44.606,-325.9140273123435,146.35292299035532,19.055977085937645,55.29989467343033,26.766930564553835,21.336908017554112,1.7801948954256526,-11.897356313862526,-3.2102349284665035,28.828974969833222,21.824547476938143,7.904125909828286,-7.374979711073387,-2.1168993338061672,0.4425428535704724,0.6598776853025126,-0.14235387579768705,0.18538867471131518,-0.03350787042853581,-0.1472393160068148,0.08550390729351118,0.09203582594436381,-0.12664454780074308,-0.18217227792553212,0.06959103394181039,0.30207915579036704
